longid	txid	id	DnaBinding	ProtBinding	Coregulator
maker-scaffold-mi1-augustus-gene-17.15	crovir-transcript-12724	FLI1	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-18.3	crovir-transcript-12725	ETS1	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-28.3	crovir-transcript-12773	PKNOX2	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-29.11	crovir-transcript-12779	TCF7L1	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-3.16	crovir-transcript-12668	TRIM29	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-32.15	crovir-transcript-12804	LZTS1	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-39.15	crovir-transcript-12831	ETV6	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-45.7	crovir-transcript-12839	EBF2	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-58.11	crovir-transcript-12927	NKX6-3	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-59.22	crovir-transcript-12943	ARID5A	TRUE	FALSE	TRUE
maker-scaffold-mi1-augustus-gene-60.16	crovir-transcript-12950	ZBTB44	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-61.12	crovir-transcript-12963	BARX2	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-63.31	crovir-transcript-12992	MXD1	TRUE	FALSE	TRUE
maker-scaffold-mi1-augustus-gene-64.22	crovir-transcript-13007	BOLA3	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-64.23	crovir-transcript-13009	TET3	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-70.23	crovir-transcript-13070	ZBTB16	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-1.14	crovir-transcript-12370	SMAD2	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-1.9	crovir-transcript-12371	SKOR2	TRUE	FALSE	TRUE
maker-scaffold-mi10-augustus-gene-1.9	crovir-transcript-12371	SKOR1	TRUE	FALSE	TRUE
maker-scaffold-mi10-augustus-gene-10.26	crovir-transcript-12487	NR1I3	TRUE	FALSE	TRUE
maker-scaffold-mi10-augustus-gene-11.24	crovir-transcript-12503	ASH1L	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-13.23	crovir-transcript-12548	ZBTB7B	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-14.19	crovir-transcript-12558	GATAD2B	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-15.39	crovir-transcript-12594	CREB3L4	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-16.39	crovir-transcript-12617	RORC	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-16.52	crovir-transcript-12613	RFX5	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-16.73	crovir-transcript-12636	ARNT	TRUE	FALSE	TRUE
maker-scaffold-mi10-augustus-gene-2.10	crovir-transcript-12375	SNAPC5	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-2.12	crovir-transcript-12379	SMAD6	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-2.12	crovir-transcript-12379	SMAD7	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-4.13	crovir-transcript-12400	NPAS4	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-4.18	crovir-transcript-12399	OVOL1	TRUE	FALSE	FALSE
maker-scaffold-mi10-augustus-gene-7.19	crovir-transcript-12445	RCOR2	TRUE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-1.26	crovir-transcript-600	ZBTB8B	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-10.10	crovir-transcript-654	NFYC	TRUE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-16.9	crovir-transcript-669	SFPQ	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-20.15	crovir-transcript-710	ZNF574	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-20.16	crovir-transcript-714	POU2F2	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-20.19	crovir-transcript-709	ERF	TRUE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-21.18	crovir-transcript-721	ZNF575	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-28.15	crovir-transcript-811	ETV2	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-33.18	crovir-transcript-862	KMT2B	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-34.13	crovir-transcript-868	RLF	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-4.18	crovir-transcript-613	MTF1	TRUE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-40.3	crovir-transcript-892	HIVEP3	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-50.6	crovir-transcript-919	GMEB1	TRUE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-50.9	crovir-transcript-922	ID3	TRUE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-56.15	crovir-transcript-949	NR0B2	TRUE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-57.11	crovir-transcript-954	ARID1A	TRUE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-58.15	crovir-transcript-967	ZNF683	TRUE	TRUE	FALSE
maker-scaffold-mi2-augustus-gene-59.14	crovir-transcript-975	ZNF593	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-62.6	crovir-transcript-990	RUNX3	TRUE	FALSE	FALSE
maker-scaffold-mi2-augustus-gene-65.12	crovir-transcript-1014	TFAP2E	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-1.20	crovir-transcript-11030	TCF12	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-1.29	crovir-transcript-11031	RFX7	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-1.30	crovir-transcript-11034	MEF2D	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-1.34	crovir-transcript-11033	ZNF280D	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-10.9	crovir-transcript-11105	HMG20A	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-11.21	crovir-transcript-11116	ISL1	TRUE	FALSE	TRUE
maker-scaffold-mi3-augustus-gene-13.16	crovir-transcript-11133	ARID3B	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-18.10	crovir-transcript-11170	ZNF592	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-23.8	crovir-transcript-11194	CEBPB	TRUE	FALSE	TRUE
maker-scaffold-mi3-augustus-gene-23.8	crovir-transcript-11194	CEBPE	TRUE	FALSE	TRUE
maker-scaffold-mi3-augustus-gene-23.8	crovir-transcript-11194	CEBPA	TRUE	FALSE	TRUE
maker-scaffold-mi3-augustus-gene-24.25	crovir-transcript-11203	NR2E3	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-27.17	crovir-transcript-11232	GABPB1	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-28.21	crovir-transcript-11249	BNC1	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-31.9	crovir-transcript-11269	ARNT2	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-4.7	crovir-transcript-11061	RORA	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-41.11	crovir-transcript-11322	MEF2A	TRUE	FALSE	TRUE
maker-scaffold-mi3-augustus-gene-5.20	crovir-transcript-11070	KLF13	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-51.10	crovir-transcript-11363	PRDM2	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-54.64	crovir-transcript-11397	ZNF710	TRUE	FALSE	FALSE
maker-scaffold-mi3-augustus-gene-8.19	crovir-transcript-11095	SIN3A	TRUE	FALSE	TRUE
maker-scaffold-mi4-augustus-gene-21.10	crovir-transcript-88	TBX22	TRUE	FALSE	FALSE
maker-scaffold-mi4-augustus-gene-25.12	crovir-transcript-113	ZNF711	TRUE	FALSE	FALSE
maker-scaffold-mi4-augustus-gene-26.3	crovir-transcript-118	DACH2	TRUE	FALSE	FALSE
maker-scaffold-mi4-augustus-gene-30.13	crovir-transcript-144	BUD31	TRUE	FALSE	TRUE
maker-scaffold-mi4-augustus-gene-4.6	crovir-transcript-10	ATRX	TRUE	FALSE	FALSE
maker-scaffold-mi4-augustus-gene-45.22	crovir-transcript-209	ZBTB33	TRUE	FALSE	FALSE
maker-scaffold-mi4-augustus-gene-46.13	crovir-transcript-213	NKRF	TRUE	FALSE	FALSE
maker-scaffold-mi4-augustus-gene-46.14	crovir-transcript-219	ZNF572	TRUE	FALSE	FALSE
maker-scaffold-mi4-augustus-gene-5.3	crovir-transcript-16	AR	TRUE	FALSE	FALSE
maker-scaffold-mi4-augustus-gene-54.11	crovir-transcript-266	ARX	TRUE	FALSE	FALSE
maker-scaffold-mi4-augustus-gene-54.13	crovir-transcript-269	ZBTB49	TRUE	FALSE	FALSE
maker-scaffold-mi5-augustus-gene-15.13	crovir-transcript-417	CRAMP1	TRUE	FALSE	FALSE
maker-scaffold-mi5-augustus-gene-28.15	crovir-transcript-504	E4F1	TRUE	FALSE	TRUE
maker-scaffold-mi5-augustus-gene-4.8	crovir-transcript-305	FOXK1	TRUE	FALSE	FALSE
maker-scaffold-mi5-augustus-gene-44.27	crovir-transcript-578	UBN1	TRUE	FALSE	FALSE
maker-scaffold-mi6-augustus-gene-1.9	crovir-transcript-11426	IRF8	TRUE	FALSE	FALSE
maker-scaffold-mi6-augustus-gene-14.7	crovir-transcript-11475	IRX6	TRUE	FALSE	FALSE
maker-scaffold-mi6-augustus-gene-17.7	crovir-transcript-11491	ZNF423	TRUE	FALSE	FALSE
maker-scaffold-mi6-augustus-gene-24.2	crovir-transcript-11520	ZNF536	TRUE	FALSE	FALSE
maker-scaffold-mi6-augustus-gene-28.6	crovir-transcript-11528	ZNF507	TRUE	FALSE	FALSE
maker-scaffold-mi6-augustus-gene-30.8	crovir-transcript-11549	CTCF	TRUE	FALSE	TRUE
maker-scaffold-mi6-augustus-gene-31.29	crovir-transcript-11565	CENPT	TRUE	FALSE	FALSE
maker-scaffold-mi6-augustus-gene-8.5	crovir-transcript-11458	SALL1	TRUE	FALSE	FALSE
maker-scaffold-mi6-augustus-gene-9.2	crovir-transcript-11460	TOX3	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-0.7	crovir-transcript-1028	HES4	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-0.7	crovir-transcript-1028	HES1	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-11.32	crovir-transcript-1197	BOLA1	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-15.29	crovir-transcript-1288	THAP8	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-15.32	crovir-transcript-1287	ARHGAP35	TRUE	FALSE	TRUE
maker-scaffold-mi7-augustus-gene-16.30	crovir-transcript-1312	SIX5	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-18.25	crovir-transcript-1342	LHX3	TRUE	TRUE	FALSE
maker-scaffold-mi7-augustus-gene-18.31	crovir-transcript-1354	LHX6	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-21.13	crovir-transcript-1403	PRRX2	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-21.22	crovir-transcript-1398	PRDM12	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-23.21	crovir-transcript-1429	ZBTB34	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-25.19	crovir-transcript-1440	PBX3	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-27.16	crovir-transcript-1466	REXO4	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-27.36	crovir-transcript-1481	GFI1B	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-28.19	crovir-transcript-1494	TTF1	TRUE	TRUE	FALSE
maker-scaffold-mi7-augustus-gene-29.21	crovir-transcript-1504	RC3H2	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-29.22	crovir-transcript-1507	ZBTB26	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-31.16	crovir-transcript-1526	NR6A1	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-36.16	crovir-transcript-1583	RAI1	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-39.41	crovir-transcript-1631	LITAF	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-40.81	crovir-transcript-1669	GLIS2	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-40.91	crovir-transcript-1668	CREBBP	TRUE	TRUE	TRUE
maker-scaffold-mi7-augustus-gene-5.14	crovir-transcript-1085	HES5	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-6.23	crovir-transcript-1102	PRDM16	TRUE	FALSE	TRUE
maker-scaffold-mi7-augustus-gene-6.26	crovir-transcript-1100	TP73	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-8.28	crovir-transcript-1146	ZBTB48	TRUE	FALSE	FALSE
maker-scaffold-mi7-augustus-gene-9.17	crovir-transcript-1155	ZNF362	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-0.13	crovir-transcript-15954	NFATC3	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-13.12	crovir-transcript-16112	MBNL3	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-15.23	crovir-transcript-16131	NONO	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-15.26	crovir-transcript-16138	FOXO4	TRUE	TRUE	FALSE
maker-scaffold-mi8-augustus-gene-15.26	crovir-transcript-16138	FOXO3	TRUE	TRUE	FALSE
maker-scaffold-mi8-augustus-gene-16.27	crovir-transcript-16150	TAF1	TRUE	TRUE	TRUE
maker-scaffold-mi8-augustus-gene-16.37	crovir-transcript-16156	KLF8	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-16.44	crovir-transcript-16160	TSC22D3	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-17.38	crovir-transcript-16177	ZNF821	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-18.19	crovir-transcript-16191	ZFHX3	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-19.19	crovir-transcript-16196	TERF2	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-19.25	crovir-transcript-16203	NFAT5	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-21.22	crovir-transcript-16238	CBFA2T3	TRUE	FALSE	TRUE
maker-scaffold-mi8-augustus-gene-26.29	crovir-transcript-16294	HIF3A	TRUE	FALSE	TRUE
maker-scaffold-mi8-augustus-gene-28.17	crovir-transcript-16329	SNAI3	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-29.40	crovir-transcript-16353	GTF2H3	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-33.15	crovir-transcript-16410	CUX2	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-34.47	crovir-transcript-16440	FOXN4	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-35.54	crovir-transcript-16464	XBP1	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-9.13	crovir-transcript-16071	CBFB	TRUE	FALSE	TRUE
maker-scaffold-mi9-augustus-gene-1.7	crovir-transcript-4112	SNAPC4	TRUE	TRUE	FALSE
maker-scaffold-Z-augustus-gene-0.8	crovir-transcript-1686	ZNF282	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-101.3	crovir-transcript-1984	ETV1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-105.1	crovir-transcript-1993	MEOX2	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-107.1	crovir-transcript-1994	AHR	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-121.10	crovir-transcript-2056	HOXA3	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-121.8	crovir-transcript-2055	HOXA1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-122.10	crovir-transcript-2048	HOXA9	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-122.11	crovir-transcript-2049	HOXA11	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-122.12	crovir-transcript-2050	HOXA13	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-122.7	crovir-transcript-2047	EVX1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-122.9	crovir-transcript-2052	HOXA6	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-123.8	crovir-transcript-2061	JAZF1	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-125.5	crovir-transcript-2064	CREB5	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-131.1	crovir-transcript-2084	SATB1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-139.1	crovir-transcript-2094	NR1D2	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-144.8	crovir-transcript-2113	EOMES	TRUE	TRUE	FALSE
maker-scaffold-Z-augustus-gene-165.3	crovir-transcript-2177	CTNNB1	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-168.5	crovir-transcript-2198	UBP1	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-174.7	crovir-transcript-2209	LRRFIP2	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-181.6	crovir-transcript-2232	TBX20	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-187.3	crovir-transcript-2243	SKI	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-193.6	crovir-transcript-2247	GLI3	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-208.13	crovir-transcript-2293	EZH2	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-219.5	crovir-transcript-2306	IKZF1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-226.3	crovir-transcript-2319	NR4A3	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-226.4	crovir-transcript-2320	TOX4	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-24.8	crovir-transcript-1785	MNX1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-242.8	crovir-transcript-2367	EZH1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-269.7	crovir-transcript-2511	UBTF	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-272.6	crovir-transcript-2521	MED1	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-274.8	crovir-transcript-2543	IKZF3	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-276.6	crovir-transcript-2539	NR1D1	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-278.3	crovir-transcript-2559	RARA	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-279.7	crovir-transcript-2556	SMARCE1	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-287.6	crovir-transcript-2598	STAT3	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-294.8	crovir-transcript-2633	SP2	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-297.2	crovir-transcript-2626	HOXB1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-298.12	crovir-transcript-2643	HOXB13	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-298.8	crovir-transcript-2647	HOXB3	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-298.9	crovir-transcript-2646	HOXB5	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-298.9	crovir-transcript-2646	HOXB6	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-300.7	crovir-transcript-2641	PHB	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-302.3	crovir-transcript-2664	KAT7	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-303.2	crovir-transcript-2658	DLX4	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-303.3	crovir-transcript-2659	DLX3	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-306.10	crovir-transcript-2676	ETV4	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-306.11	crovir-transcript-2673	MEOX1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-309.10	crovir-transcript-2698	IRF3	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-316.8	crovir-transcript-2745	ZBTB45	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-316.9	crovir-transcript-2744	TRIM28	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-327.11	crovir-transcript-2771	ZNF628	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-328.13	crovir-transcript-2779	ATF5	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-328.9	crovir-transcript-2777	ZNF219	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-349.19	crovir-transcript-2934	DBP	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-351.25	crovir-transcript-2946	BOLA2B	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-351.29	crovir-transcript-2950	TBX6	TRUE	TRUE	FALSE
maker-scaffold-Z-augustus-gene-355.35	crovir-transcript-3024	ZNF629	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-357.16	crovir-transcript-3044	ZNF668	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-364.4	crovir-transcript-3095	NFATC4	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-373.3	crovir-transcript-3122	SALL2	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-43.11	crovir-transcript-1813	CREM	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-50.3	crovir-transcript-1828	ZEB1	TRUE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-55.11	crovir-transcript-1837	MKX	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-57.12	crovir-transcript-1846	MLX	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-60.14	crovir-transcript-1870	GATAD1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-78.7	crovir-transcript-1929	MLLT10	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-79.2	crovir-transcript-1928	DNAJC1	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-81.7	crovir-transcript-1936	PTF1A	TRUE	FALSE	FALSE
maker-scaffold-Z-augustus-gene-90.4	crovir-transcript-1961	DLX6	TRUE	FALSE	FALSE
maker-scaffold-mi8-augustus-gene-19.23	crovir-transcript-16206	WWP2	FALSE	TRUE	FALSE
maker-scaffold-mi5-augustus-gene-13.13	crovir-transcript-401	RRN3	FALSE	TRUE	FALSE
maker-scaffold-ma7-augustus-gene-151.2	crovir-transcript-4653	LDB2	FALSE	TRUE	TRUE
maker-scaffold-ma4-augustus-gene-319.6	crovir-transcript-4034	YAP1	FALSE	TRUE	TRUE
maker-scaffold-ma4-augustus-gene-246.8	crovir-transcript-3782	RIOX2	FALSE	TRUE	FALSE
maker-scaffold-ma3-augustus-gene-322.3	crovir-transcript-5698	CDC73	FALSE	TRUE	FALSE
maker-scaffold-ma3-augustus-gene-102.5	crovir-transcript-5090	SDR16C5	FALSE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-69.1	crovir-transcript-6984	BRF1	FALSE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-179.11	crovir-transcript-7353	RTF1	FALSE	TRUE	FALSE
maker-scaffold-97-augustus-gene-0.5	NA	SPEN	FALSE	TRUE	FALSE
augustus_masked-scaffold-Z-processed-gene-348.8	crovir-transcript-2936	MAMSTR	FALSE	TRUE	FALSE
augustus_masked-scaffold-mi8-processed-gene-15.4	crovir-transcript-16135	MED12	FALSE	TRUE	TRUE
augustus_masked-scaffold-ma5-processed-gene-161.4	crovir-transcript-10563	LDB1	FALSE	TRUE	TRUE
augustus_masked-scaffold-ma3-processed-gene-32.1	crovir-transcript-4874	TAF2	FALSE	TRUE	FALSE
augustus_masked-scaffold-ma2-processed-gene-693.5	crovir-transcript-15684	BDP1	FALSE	TRUE	FALSE
augustus_masked-scaffold-ma2-processed-gene-611.2	crovir-transcript-15488	FBP1	FALSE	TRUE	FALSE
augustus_masked-scaffold-ma1-processed-gene-381.3	crovir-transcript-8168	PARP9	FALSE	TRUE	FALSE
maker-scaffold-Z-augustus-gene-378.55	crovir-transcript-3177	TAF6L	FALSE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-364.5	crovir-transcript-3097	RIPK3	FALSE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-360.26	crovir-transcript-3063	APEX1	FALSE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-312.13	crovir-transcript-2740	RUVBL2	FALSE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-3.9	crovir-transcript-1705	WNT3A	FALSE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-288.10	crovir-transcript-2605	KAT2A	FALSE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-282.3	crovir-transcript-2562	JUP	FALSE	FALSE	TRUE
maker-scaffold-Z-augustus-gene-275.11	crovir-transcript-2551	MED24	FALSE	FALSE	TRUE
maker-scaffold-mi8-augustus-gene-6.20	crovir-transcript-16027	SF1	FALSE	FALSE	TRUE
maker-scaffold-mi8-augustus-gene-4.18	crovir-transcript-16014	LIMD1	FALSE	FALSE	TRUE
maker-scaffold-mi8-augustus-gene-31.19	crovir-transcript-16386	PSMD9	FALSE	FALSE	TRUE
maker-scaffold-mi8-augustus-gene-27.35	crovir-transcript-16311	PBXIP1	FALSE	FALSE	TRUE
maker-scaffold-mi7-augustus-gene-7.26	crovir-transcript-1128	PARK7	FALSE	FALSE	TRUE
maker-scaffold-mi7-augustus-gene-13.52	crovir-transcript-1260	PPP1R13L	FALSE	FALSE	TRUE
maker-scaffold-mi7-augustus-gene-0.5	crovir-transcript-1030	NOC2L	FALSE	FALSE	TRUE
maker-scaffold-mi6-augustus-gene-7.10	crovir-transcript-11456	BRD7	FALSE	FALSE	TRUE
maker-scaffold-mi6-augustus-gene-40.9	crovir-transcript-11587	WWOX	FALSE	FALSE	TRUE
maker-scaffold-mi6-augustus-gene-23.9	crovir-transcript-11517	URI1	FALSE	FALSE	TRUE
maker-scaffold-mi4-augustus-gene-32.17	crovir-transcript-171	AIP	FALSE	FALSE	TRUE
maker-scaffold-mi4-augustus-gene-32.15	crovir-transcript-175	TAF7L	FALSE	FALSE	TRUE
maker-scaffold-mi3-augustus-gene-54.33	crovir-transcript-11392	TLE1	FALSE	FALSE	TRUE
maker-scaffold-mi3-augustus-gene-54.29	crovir-transcript-11387	TP53BP1	FALSE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-50.10	crovir-transcript-923	TAF12	FALSE	FALSE	TRUE
maker-scaffold-mi2-augustus-gene-35.10	crovir-transcript-876	KDM1A	FALSE	FALSE	TRUE
maker-scaffold-mi10-augustus-gene-4.27	crovir-transcript-12410	KAT5	FALSE	FALSE	TRUE
